game_detail,date,opening_total_line,opening_result,closing_total_line,closing_result,game_total,game_id
ATL 33 @ ARI 34,2019-10-13,49.5,over,52.5,over,67,2019_06_ATL_ARI
SF 20 @ LAR 7,2019-10-13,48.5,under,49.5,under,27,2019_06_SF_LA
DAL 22 @ NYJ 24,2019-10-13,43.5,over,43.5,over,46,2019_06_DAL_NYJ
TEN 0 @ DEN 16,2019-10-13,40.0,under,41.0,under,16,2019_06_TEN_DEN
PIT 24 @ LAC 17,2019-10-13,41.5,under,42.5,under,41,2019_06_PIT_LAC
DET 22 @ GB 23,2019-10-14,47.0,under,47.0,under,45,2019_06_DET_GB
PHI 34 @ NYG 13,2018-10-11,45.0,over,45.5,over,47,2018_06_PHI_NYG
ARI 17 @ MIN 27,2018-10-14,43.0,over,43.5,over,44,2018_06_ARI_MIN
CAR 17 @ WAS 23,2018-10-14,45.0,under,44.5,under,40,2018_06_CAR_WAS
CHI 28 @ MIA 31,2018-10-14,44.0,over,40.5,over,59,2018_06_CHI_MIA
IND 34 @ NYJ 42,2018-10-14,45.5,over,47.5,over,76,2018_06_IND_NYJ
PIT 28 @ CIN 21,2018-10-14,54.0,under,49.5,under,49,2018_06_PIT_CIN
SEA 27 @ OAK 3,2018-10-14,47.5,under,47.5,under,30,2018_06_SEA_OAK
BUF 13 @ HOU 20,2018-10-14,41.0,under,40.5,under,33,2018_06_BUF_HOU
LAC 38 @ CLE 14,2018-10-14,46.0,over,47.0,over,52,2018_06_LAC_CLE
TB 29 @ ATL 34,2018-10-14,57.0,over,57.5,over,63,2018_06_TB_ATL
LAR 23 @ DEN 20,2018-10-14,52.5,under,50.0,under,43,2018_06_LA_DEN
BAL 21 @ TEN 0,2018-10-14,42.0,under,42.0,under,21,2018_06_BAL_TEN
JAC 7 @ DAL 40,2018-10-14,41.5,over,39.5,over,47,2018_06_JAX_DAL
KC 40 @ NE 43,2018-10-14,57.5,over,59.5,over,83,2018_06_KC_NE
SF 30 @ GB 33,2018-10-15,46.5,over,46.5,over,63,2018_06_SF_GB
PHI 28 @ CAR 23,2017-10-12,45.0,over,44.0,over,51,2017_06_PHI_CAR
NE 24 @ NYJ 17,2017-10-15,47.5,under,48.5,under,41,2017_06_NE_NYJ
MIA 20 @ ATL 17,2017-10-15,48.0,under,46.0,under,37,2017_06_MIA_ATL
SF 24 @ WAS 26,2017-10-15,46.5,over,46.0,over,50,2017_06_SF_WAS
CHI 27 @ BAL 24,2017-10-15,39.5,over,39.5,over,51,2017_06_CHI_BAL
CLE 17 @ HOU 33,2017-10-15,44.0,over,46.0,over,50,2017_06_CLE_HOU
GB 10 @ MIN 23,2017-10-15,46.5,under,46.0,under,33,2017_06_GB_MIN
DET 38 @ NO 52,2017-10-15,50.5,over,50.5,over,90,2017_06_DET_NO
TB 33 @ ARI 38,2017-10-15,44.0,over,46.5,over,71,2017_06_TB_ARI
LAR 27 @ JAC 17,2017-10-15,44.0,push,42.0,over,44,2017_06_LA_JAX
PIT 19 @ KC 13,2017-10-15,46.0,under,46.5,under,32,2017_06_PIT_KC
LAC 17 @ OAK 16,2017-10-15,50.5,under,48.5,under,33,2017_06_LAC_OAK
NYG 23 @ DEN 10,2017-10-15,40.5,under,37.5,under,33,2017_06_NYG_DEN
IND 22 @ TEN 36,2017-10-16,48.0,over,46.0,over,58,2017_06_IND_TEN
DEN 13 @ SD 21,2016-10-13,45.5,under,44.0,under,-1,2016_06_DEN_SD
LA 28 @ DET 31,2016-10-16,43.0,over,44.0,over,-1,2016_06_LA_DET
SF 16 @ BUF 45,2016-10-16,45.0,over,44.0,over,0,2016_06_SF_BUF
JAC 17 @ CHI 16,2016-10-16,47.0,under,46.0,under,1,2016_06_JAX_CHI
CLE 26 @ TEN 28,2016-10-16,44.0,over,45.0,over,1,2016_06_CLE_TEN
PHI 20 @ WAS 27,2016-10-16,45.5,over,45.0,over,-3,2016_06_PHI_WAS
BAL 23 @ NYG 27,2016-10-16,43.5,over,42.5,over,1,2016_06_BAL_NYG
CAR 38 @ NO 41,2016-10-16,53.0,over,53.5,over,1,2016_06_CAR_NO
PIT 15 @ MIA 30,2016-10-16,48.0,under,49.5,under,0,2016_06_PIT_MIA
CIN 17 @ NE 35,2016-10-16,47.0,over,48.5,over,-1,2016_06_CIN_NE
KC 26 @ OAK 10,2016-10-16,48.0,under,46.5,under,-3,2016_06_KC_OAK
ATL 24 @ SEA 26,2016-10-16,45.5,over,45.5,over,1,2016_06_ATL_SEA
DAL 30 @ GB 16,2016-10-16,46.5,under,47.0,under,1,2016_06_DAL_GB
IND 23 @ HOU 26,2016-10-16,46.0,over,47.5,over,-1,2016_06_IND_HOU
NYJ 3 @ ARI 28,2016-10-17,46.0,under,46.0,under,0,2016_06_NYJ_ARI
ATL 21 @ NO 31,2015-10-15,51.5,over,52.0,push,52,2015_06_ATL_NO
DEN 26 @ CLE 23,2015-10-18,42.5,over,41.5,over,49,2015_06_DEN_CLE
CHI 34 @ DET 37,2015-10-18,44.0,over,45.0,over,71,2015_06_CHI_DET
HOU 31 @ JAC 20,2015-10-18,42.5,over,43.5,over,51,2015_06_HOU_JAX
CIN 34 @ BUF 21,2015-10-18,45.0,over,42.5,over,55,2015_06_CIN_BUF
WAS 20 @ NYJ 34,2015-10-18,41.5,over,39.5,over,54,2015_06_WAS_NYJ
KC 10 @ MIN 16,2015-10-18,44.5,under,43.0,under,26,2015_06_KC_MIN
ARI 13 @ PIT 25,2015-10-18,44.0,under,45.0,under,38,2015_06_ARI_PIT
MIA 38 @ TEN 10,2015-10-18,44.5,over,44.0,over,48,2015_06_MIA_TEN
CAR 27 @ SEA 23,2015-10-18,42.0,over,41.0,over,50,2015_06_CAR_SEA
BAL 20 @ SF 25,2015-10-18,44.0,over,43.5,over,45,2015_06_BAL_SF
SD 20 @ GB 27,2015-10-18,50.0,under,50.0,under,47,2015_06_SD_GB
NE 34 @ IND 27,2015-10-18,55.0,over,53.5,over,61,2015_06_NE_IND
NYG 7 @ PHI 27,2015-10-19,50.0,under,50.5,under,34,2015_06_NYG_PHI
IND 33 @ HOU 28,2014-10-09,45.5,over,46.0,over,61,2014_06_IND_HOU
CHI 27 @ ATL 13,2014-10-12,54.5,under,55.5,under,40,2014_06_CHI_ATL
JAC 14 @ TEN 16,2014-10-12,42.0,under,42.5,under,30,2014_06_JAX_TEN
BAL 48 @ TB 17,2014-10-12,43.0,over,44.0,over,65,2014_06_BAL_TB
DEN 31 @ NYJ 17,2014-10-12,46.0,over,47.0,over,48,2014_06_DEN_NYJ
DET 17 @ MIN 3,2014-10-12,43.0,under,43.0,under,20,2014_06_DET_MIN
NE 37 @ BUF 22,2014-10-12,45.0,over,44.0,over,59,2014_06_NE_BUF
CAR 37 @ CIN 37,2014-10-12,44.0,over,43.5,over,74,2014_06_CAR_CIN
PIT 10 @ CLE 31,2014-10-12,46.5,under,46.5,under,41,2014_06_PIT_CLE
GB 27 @ MIA 24,2014-10-12,48.0,over,46.5,over,51,2014_06_GB_MIA
SD 31 @ OAK 28,2014-10-12,44.0,over,43.5,over,59,2014_06_SD_OAK
DAL 30 @ SEA 23,2014-10-12,47.5,over,47.0,over,53,2014_06_DAL_SEA
WAS 20 @ ARI 30,2014-10-12,45.0,over,47.0,over,50,2014_06_WAS_ARI
NYG 0 @ PHI 27,2014-10-12,51.5,under,50.5,under,27,2014_06_NYG_PHI
SF 31 @ STL 17,2014-10-13,43.5,over,44.0,over,48,2014_06_SF_STL
NYG 21 @ CHI 27,2013-10-10,44.0,over,46.5,over,48,2013_06_NYG_CHI
GB 19 @ BAL 17,2013-10-13,48.0,under,48.5,under,36,2013_06_GB_BAL
PHI 31 @ TB 20,2013-10-13,45.5,over,44.5,over,51,2013_06_PHI_TB
PIT 19 @ NYJ 6,2013-10-13,40.0,under,40.5,under,25,2013_06_PIT_NYJ
CAR 35 @ MIN 10,2013-10-13,44.5,over,44.5,over,45,2013_06_CAR_MIN
OAK 7 @ KC 24,2013-10-13,40.5,under,41.0,under,31,2013_06_OAK_KC
STL 38 @ HOU 13,2013-10-13,43.0,over,43.0,over,51,2013_06_STL_HOU
CIN 27 @ BUF 24,2013-10-13,42.0,over,41.0,over,51,2013_06_CIN_BUF
DET 31 @ CLE 17,2013-10-13,46.0,over,41.0,over,48,2013_06_DET_CLE
TEN 13 @ SEA 20,2013-10-13,40.5,under,42.0,under,33,2013_06_TEN_SEA
JAC 19 @ DEN 35,2013-10-13,51.5,over,53.0,over,54,2013_06_JAX_DEN
NO 27 @ NE 30,2013-10-13,49.5,over,51.5,over,57,2013_06_NO_NE
ARI 20 @ SF 32,2013-10-13,41.0,over,40.5,over,52,2013_06_ARI_SF
WAS 16 @ DAL 31,2013-10-13,53.0,under,52.0,under,47,2013_06_WAS_DAL
IND 9 @ SD 19,2013-10-14,49.5,under,50.5,under,28,2013_06_IND_SD
PIT 23 @ TEN 26,2012-10-11,42.5,over,42.5,over,49,2012_06_PIT_TEN
DAL 29 @ BAL 31,2012-10-14,45.5,over,45.5,over,60,2012_06_DAL_BAL
CIN 24 @ CLE 34,2012-10-14,42.0,over,42.0,over,58,2012_06_CIN_CLE
STL 14 @ MIA 17,2012-10-14,38.0,under,38.0,under,31,2012_06_STL_MIA
IND 9 @ NYJ 35,2012-10-14,43.5,over,43.5,over,44,2012_06_IND_NYJ
OAK 20 @ ATL 23,2012-10-14,49.0,under,49.0,under,43,2012_06_OAK_ATL
DET 26 @ PHI 23,2012-10-14,47.5,over,47.5,over,49,2012_06_DET_PHI
KC 10 @ TB 38,2012-10-14,39.5,over,39.5,over,48,2012_06_KC_TB
BUF 19 @ ARI 16,2012-10-14,44.0,under,44.0,under,35,2012_06_BUF_ARI
NE 23 @ SEA 24,2012-10-14,42.5,over,42.5,over,47,2012_06_NE_SEA
NYG 26 @ SF 3,2012-10-14,46.5,under,46.5,under,29,2012_06_NYG_SF
MIN 26 @ WAS 38,2012-10-14,44.0,over,44.0,over,64,2012_06_MIN_WAS
GB 42 @ HOU 24,2012-10-14,46.5,over,46.5,over,66,2012_06_GB_HOU
DEN 35 @ SD 24,2012-10-15,47.0,over,47.5,over,59,2012_06_DEN_SD
STL 3 @ GB 24,2011-10-16,48.0,under,47.0,under,27,2011_06_STL_GB
JAC 13 @ PIT 17,2011-10-16,39.0,under,40.0,under,30,2011_06_JAX_PIT
PHI 20 @ WAS 13,2011-10-16,48.0,under,46.5,under,33,2011_06_PHI_WAS
SF 25 @ DET 19,2011-10-16,46.5,under,46.0,under,44,2011_06_SF_DET
CAR 17 @ ATL 31,2011-10-16,51.0,under,49.0,under,48,2011_06_CAR_ATL
IND 17 @ CIN 27,2011-10-16,38.5,over,40.0,over,44,2011_06_IND_CIN
BUF 24 @ NYG 27,2011-10-16,50.0,over,49.0,over,51,2011_06_BUF_NYG
HOU 14 @ BAL 29,2011-10-16,45.0,under,43.5,under,43,2011_06_HOU_BAL
CLE 17 @ OAK 24,2011-10-16,44.0,under,44.5,under,41,2011_06_CLE_OAK
DAL 16 @ NE 20,2011-10-16,53.5,under,54.5,under,36,2011_06_DAL_NE
NO 20 @ TB 26,2011-10-16,49.0,under,49.5,under,46,2011_06_NO_TB
MIN 10 @ CHI 39,2011-10-16,42.5,over,41.5,over,49,2011_06_MIN_CHI
MIA 6 @ NYJ 24,2011-10-17,41.0,under,41.5,under,30,2011_06_MIA_NYJ
SD 17 @ STL 20,2010-10-17,45.0,under,44.5,under,37,2010_06_SD_STL
KC 31 @ HOU 35,2010-10-17,44.0,over,45.5,over,66,2010_06_KC_HOU
BAL 20 @ NE 23,2010-10-17,44.5,under,44.5,under,43,2010_06_BAL_NE
NO 31 @ TB 6,2010-10-17,44.5,under,43.5,under,37,2010_06_NO_TB
ATL 17 @ PHI 31,2010-10-17,41.5,over,43.0,over,48,2010_06_ATL_PHI
DET 20 @ NYG 28,2010-10-17,44.5,over,45.5,over,48,2010_06_DET_NYG
SEA 23 @ CHI 20,2010-10-17,37.0,over,37.5,over,43,2010_06_SEA_CHI
MIA 23 @ GB 20,2010-10-17,46.0,under,44.0,under,43,2010_06_MIA_GB
CLE 10 @ PIT 28,2010-10-17,39.0,under,37.5,over,38,2010_06_CLE_PIT
NYJ 24 @ DEN 20,2010-10-17,40.5,over,43.0,over,44,2010_06_NYJ_DEN
OAK 9 @ SF 17,2010-10-17,40.5,under,40.5,under,26,2010_06_OAK_SF
DAL 21 @ MIN 24,2010-10-17,44.5,over,43.5,over,45,2010_06_DAL_MIN
IND 27 @ WAS 24,2010-10-17,44.5,over,44.5,over,51,2010_06_IND_WAS
TEN 30 @ JAC 3,2010-10-18,44.5,under,43.5,under,33,2010_06_TEN_JAX
KC 14 @ WAS 6,2009-10-18,37.0,under,36.5,under,20,2009_06_KC_WAS
HOU 28 @ CIN 17,2009-10-18,45.0,push,46.0,under,45,2009_06_HOU_CIN
CLE 14 @ PIT 27,2009-10-18,38.0,over,37.5,over,41,2009_06_CLE_PIT
BAL 31 @ MIN 33,2009-10-18,44.0,over,45.5,over,64,2009_06_BAL_MIN
STL 20 @ JAC 23,2009-10-18,40.0,over,42.0,over,43,2009_06_STL_JAX
NYG 27 @ NO 48,2009-10-18,48.0,over,47.0,over,75,2009_06_NYG_NO
CAR 28 @ TB 21,2009-10-18,37.0,over,40.5,over,49,2009_06_CAR_TB
DET 0 @ GB 26,2009-10-18,48.0,under,48.5,under,26,2009_06_DET_GB
PHI 9 @ OAK 13,2009-10-18,41.0,under,40.5,under,22,2009_06_PHI_OAK
ARI 27 @ SEA 3,2009-10-18,46.5,under,45.5,under,30,2009_06_ARI_SEA
BUF 16 @ NYJ 13,2009-10-18,38.0,under,35.5,under,29,2009_06_BUF_NYJ
TEN 0 @ NE 59,2009-10-18,43.0,over,38.0,over,59,2009_06_TEN_NE
CHI 14 @ ATL 21,2009-10-18,45.5,under,46.0,under,35,2009_06_CHI_ATL
DEN 34 @ SD 23,2009-10-19,43.5,over,44.5,over,57,2009_06_DEN_SD
OAK 3 @ NO 34,2008-10-12,47.5,under,47.0,under,37,2008_06_OAK_NO
BAL 3 @ IND 31,2008-10-12,39.0,under,39.0,under,34,2008_06_BAL_IND
CIN 14 @ NYJ 26,2008-10-12,46.5,under,43.5,under,40,2008_06_CIN_NYJ
CAR 3 @ TB 27,2008-10-12,37.0,under,37.0,under,30,2008_06_CAR_TB
DET 10 @ MIN 12,2008-10-12,47.0,under,44.5,under,22,2008_06_DET_MIN
CHI 20 @ ATL 22,2008-10-12,42.5,under,43.0,under,42,2008_06_CHI_ATL
MIA 28 @ HOU 29,2008-10-12,46.0,over,45.0,over,57,2008_06_MIA_HOU
STL 19 @ WAS 17,2008-10-12,44.0,under,44.0,under,36,2008_06_STL_WAS
JAC 24 @ DEN 17,2008-10-12,48.0,under,48.5,under,41,2008_06_JAX_DEN
PHI 40 @ SF 26,2008-10-12,44.0,over,41.5,over,66,2008_06_PHI_SF
DAL 24 @ ARI 30,2008-10-12,48.5,over,53.0,over,54,2008_06_DAL_ARI
GB 27 @ SEA 17,2008-10-12,47.0,under,44.0,push,44,2008_06_GB_SEA
NE 10 @ SD 30,2008-10-12,45.0,under,45.0,under,40,2008_06_NE_SD
NYG 14 @ CLE 35,2008-10-13,43.0,over,43.5,over,49,2008_06_NYG_CLE
CIN 20 @ KC 27,2007-10-14,41.5,over,43.5,over,47,2007_06_CIN_KC
HOU 17 @ JAC 37,2007-10-14,37.5,over,37.0,over,54,2007_06_HOU_JAX
MIA 31 @ CLE 41,2007-10-14,43.5,over,45.5,over,72,2007_06_MIA_CLE
MIN 34 @ CHI 31,2007-10-14,37.5,over,35.5,over,65,2007_06_MIN_CHI
PHI 16 @ NYJ 9,2007-10-14,41.0,under,43.0,under,25,2007_06_PHI_NYJ
STL 3 @ BAL 22,2007-10-14,37.0,under,36.5,under,25,2007_06_STL_BAL
TEN 10 @ TB 13,2007-10-14,38.0,under,37.0,under,23,2007_06_TEN_TB
WAS 14 @ GB 17,2007-10-14,41.0,under,40.5,under,31,2007_06_WAS_GB
CAR 25 @ ARI 10,2007-10-14,40.0,under,38.5,under,35,2007_06_CAR_ARI
NE 48 @ DAL 27,2007-10-14,52.5,over,52.0,over,75,2007_06_NE_DAL
OAK 14 @ SD 28,2007-10-14,44.0,under,44.0,under,42,2007_06_OAK_SD
NO 28 @ SEA 17,2007-10-14,41.5,over,42.5,over,45,2007_06_NO_SEA
NYG 31 @ ATL 10,2007-10-15,43.0,under,43.5,under,41,2007_06_NYG_ATL
KC 30 @ DEN 6,2019-10-17,49.0,under,49.5,under,36,2019_07_KC_DEN
ARI 27 @ NYG 21,2019-10-20,49.5,under,49.5,under,48,2019_07_ARI_NYG
HOU 23 @ IND 30,2019-10-20,48.0,over,46.5,over,53,2019_07_HOU_IND
JAC 27 @ CIN 17,2019-10-20,43.5,over,44.5,under,44,2019_07_JAX_CIN
LAR 37 @ ATL 10,2019-10-20,53.5,under,54.5,under,47,2019_07_LA_ATL
MIA 21 @ BUF 31,2019-10-20,39.5,over,42.5,over,52,2019_07_MIA_BUF
MIN 42 @ DET 30,2019-10-20,44.0,over,43.5,over,72,2019_07_MIN_DET
OAK 24 @ GB 42,2019-10-20,46.5,over,48.0,over,66,2019_07_OAK_GB
SF 9 @ WAS 0,2019-10-20,42.5,under,39.0,under,9,2019_07_SF_WAS
LAC 20 @ TEN 23,2019-10-20,38.5,over,42.5,over,43,2019_07_LAC_TEN
BAL 30 @ SEA 16,2019-10-20,50.5,under,49.0,under,46,2019_07_BAL_SEA
NO 36 @ CHI 25,2019-10-20,39.5,over,37.0,over,61,2019_07_NO_CHI
PHI 10 @ DAL 37,2019-10-20,48.5,under,50.0,under,47,2019_07_PHI_DAL
NE 33 @ NYJ 0,2019-10-21,42.5,under,43.0,under,33,2019_07_NE_NYJ
DEN 45 @ ARI 10,2018-10-18,40.0,over,42.5,over,55,2018_07_DEN_ARI
TEN 19 @ LAC 20,2018-10-21,45.0,under,46.0,under,39,2018_07_TEN_LAC
BUF 5 @ IND 37,2018-10-21,43.0,under,43.5,under,42,2018_07_BUF_IND
CAR 21 @ PHI 17,2018-10-21,45.0,under,45.0,under,38,2018_07_CAR_PHI
CIN 10 @ KC 45,2018-10-21,58.5,under,56.0,under,55,2018_07_CIN_KC
CLE 23 @ TB 26,2018-10-21,49.0,push,52.5,under,49,2018_07_CLE_TB
DET 32 @ MIA 21,2018-10-21,47.0,over,47.0,over,53,2018_07_DET_MIA
HOU 20 @ JAC 7,2018-10-21,43.0,under,43.0,under,27,2018_07_HOU_JAX
MIN 37 @ NYJ 17,2018-10-21,46.5,over,45.0,over,54,2018_07_MIN_NYJ
NE 38 @ CHI 31,2018-10-21,50.0,over,49.0,over,69,2018_07_NE_CHI
NO 24 @ BAL 23,2018-10-21,50.5,under,49.0,under,47,2018_07_NO_BAL
DAL 17 @ WAS 20,2018-10-21,42.0,under,40.5,under,37,2018_07_DAL_WAS
LAR 39 @ SF 10,2018-10-21,52.5,under,52.0,under,49,2018_07_LA_SF
NYG 20 @ ATL 23,2018-10-22,54.0,under,52.0,under,43,2018_07_NYG_ATL
KC 30 @ OAK 31,2017-10-19,47.5,over,46.5,over,61,2017_07_KC_OAK
JAC 27 @ IND 0,2017-10-22,43.5,under,41.0,under,27,2017_07_JAX_IND
ARI 0 @ LAR 33,2017-10-22,47.0,under,45.5,under,33,2017_07_ARI_LA
TB 27 @ BUF 30,2017-10-22,44.0,over,46.5,over,57,2017_07_TB_BUF
BAL 16 @ MIN 24,2017-10-22,39.5,over,37.5,over,40,2017_07_BAL_MIN
CIN 14 @ PIT 29,2017-10-22,42.0,over,40.0,over,43,2017_07_CIN_PIT
NYJ 28 @ MIA 31,2017-10-22,39.0,over,40.0,over,59,2017_07_NYJ_MIA
CAR 3 @ CHI 17,2017-10-22,41.5,under,39.5,under,20,2017_07_CAR_CHI
TEN 12 @ CLE 9,2017-10-22,46.5,under,42.5,under,21,2017_07_TEN_CLE
NO 26 @ GB 17,2017-10-22,47.5,under,45.5,under,43,2017_07_NO_GB
DAL 40 @ SF 10,2017-10-22,47.0,over,48.0,over,50,2017_07_DAL_SF
DEN 0 @ LAC 21,2017-10-22,41.5,under,41.0,under,21,2017_07_DEN_LAC
SEA 24 @ NYG 7,2017-10-22,38.5,under,39.0,under,31,2017_07_SEA_NYG
ATL 7 @ NE 23,2017-10-22,54.0,under,56.5,under,30,2017_07_ATL_NE
WAS 24 @ PHI 34,2017-10-23,48.5,over,48.5,over,58,2017_07_WAS_PHI
CHI 10 @ GB 26,2016-10-20,47.0,under,46.5,under,36,2016_07_CHI_GB
NYG 17 @ LA 10,2016-10-23,44.5,under,44.5,under,27,2016_07_NYG_LA
WAS 17 @ DET 20,2016-10-23,49.5,under,50.0,under,37,2016_07_WAS_DET
MIN 10 @ PHI 21,2016-10-23,40.0,under,39.0,under,31,2016_07_MIN_PHI
CLE 17 @ CIN 31,2016-10-23,45.5,over,46.5,over,48,2016_07_CLE_CIN
IND 14 @ TEN 26,2016-10-23,48.5,under,48.5,under,40,2016_07_IND_TEN
BAL 16 @ NYJ 24,2016-10-23,41.5,under,40.5,under,40,2016_07_BAL_NYJ
OAK 33 @ JAC 16,2016-10-23,49.0,push,47.5,over,49,2016_07_OAK_JAX
NO 21 @ KC 27,2016-10-23,49.5,under,51.0,under,48,2016_07_NO_KC
BUF 25 @ MIA 28,2016-10-23,45.0,over,46.0,over,53,2016_07_BUF_MIA
SD 33 @ ATL 30,2016-10-23,50.5,over,52.5,over,63,2016_07_SD_ATL
TB 34 @ SF 17,2016-10-23,47.0,over,45.0,over,51,2016_07_TB_SF
NE 27 @ PIT 16,2016-10-23,45.5,under,49.0,under,43,2016_07_NE_PIT
SEA 6 @ ARI 6,2016-10-23,43.5,under,43.0,under,12,2016_07_SEA_ARI
HOU 9 @ DEN 27,2016-10-24,40.5,under,40.0,under,36,2016_07_HOU_DEN
SEA 20 @ SF 3,2015-10-22,41.5,under,41.5,under,23,2015_07_SEA_SF
BUF 31 @ JAC 34,2015-10-25,42.0,over,41.0,over,65,2015_07_BUF_JAX
PIT 13 @ KC 23,2015-10-25,43.0,under,41.5,under,36,2015_07_PIT_KC
HOU 26 @ MIA 44,2015-10-25,43.0,over,46.5,over,70,2015_07_HOU_MIA
ATL 10 @ TEN 7,2015-10-25,47.5,under,45.5,under,17,2015_07_ATL_TEN
MIN 28 @ DET 19,2015-10-25,44.5,over,44.5,over,47,2015_07_MIN_DET
NO 27 @ IND 21,2015-10-25,52.5,under,52.5,under,48,2015_07_NO_IND
NYJ 23 @ NE 30,2015-10-25,49.0,over,47.0,over,53,2015_07_NYJ_NE
CLE 6 @ STL 24,2015-10-25,42.5,under,43.5,under,30,2015_07_CLE_STL
TB 30 @ WAS 31,2015-10-25,44.0,over,42.0,over,61,2015_07_TB_WAS
OAK 37 @ SD 29,2015-10-25,47.0,over,48.0,over,66,2015_07_OAK_SD
DAL 20 @ NYG 27,2015-10-25,45.5,over,44.5,over,47,2015_07_DAL_NYG
PHI 16 @ CAR 27,2015-10-25,46.5,under,46.0,under,43,2015_07_PHI_CAR
BAL 18 @ ARI 26,2015-10-26,48.5,under,49.5,under,44,2015_07_BAL_ARI
NYJ 25 @ NE 27,2014-10-16,47.0,over,44.5,over,52,2014_07_NYJ_NE
ATL 7 @ BAL 29,2014-10-19,49.5,under,49.5,under,36,2014_07_ATL_BAL
TEN 17 @ WAS 19,2014-10-19,47.0,under,46.0,under,36,2014_07_TEN_WAS
SEA 26 @ STL 28,2014-10-19,46.0,over,43.5,over,54,2014_07_SEA_STL
CLE 6 @ JAC 24,2014-10-19,45.0,under,44.5,under,30,2014_07_CLE_JAX
CIN 0 @ IND 27,2014-10-19,49.0,under,50.5,under,27,2014_07_CIN_IND
MIN 16 @ BUF 17,2014-10-19,43.5,under,43.5,under,33,2014_07_MIN_BUF
MIA 27 @ CHI 14,2014-10-19,49.0,under,47.5,under,41,2014_07_MIA_CHI
NO 23 @ DET 24,2014-10-19,52.0,under,45.5,over,47,2014_07_NO_DET
CAR 17 @ GB 38,2014-10-19,49.0,over,48.5,over,55,2014_07_CAR_GB
KC 23 @ SD 20,2014-10-19,46.5,under,46.0,under,43,2014_07_KC_SD
ARI 24 @ OAK 13,2014-10-19,43.5,under,46.0,under,37,2014_07_ARI_OAK
NYG 21 @ DAL 31,2014-10-19,48.5,over,47.0,over,52,2014_07_NYG_DAL
SF 17 @ DEN 42,2014-10-19,47.0,over,48.0,over,59,2014_07_SF_DEN
HOU 23 @ PIT 30,2014-10-20,44.5,over,44.5,over,53,2014_07_HOU_PIT
SEA 34 @ ARI 22,2013-10-17,40.0,over,41.0,over,56,2013_07_SEA_ARI
TB 23 @ ATL 31,2013-10-20,41.5,over,43.0,over,54,2013_07_TB_ATL
CHI 41 @ WAS 45,2013-10-20,50.5,over,47.5,over,86,2013_07_CHI_WAS
DAL 17 @ PHI 3,2013-10-20,56.5,under,55.0,under,20,2013_07_DAL_PHI
NE 27 @ NYJ 30,2013-10-20,43.0,over,43.0,over,57,2013_07_NE_NYJ
BUF 23 @ MIA 21,2013-10-20,43.5,over,43.5,over,44,2013_07_BUF_MIA
STL 15 @ CAR 30,2013-10-20,42.0,over,42.0,over,45,2013_07_STL_CAR
CIN 27 @ DET 24,2013-10-20,47.0,over,45.5,over,51,2013_07_CIN_DET
SD 24 @ JAC 6,2013-10-20,45.0,under,44.5,under,30,2013_07_SD_JAX
HOU 16 @ KC 17,2013-10-20,40.0,under,38.5,under,33,2013_07_HOU_KC
SF 31 @ TEN 17,2013-10-20,38.5,over,41.0,over,48,2013_07_SF_TEN
BAL 16 @ PIT 19,2013-10-20,40.0,under,41.0,under,35,2013_07_BAL_PIT
CLE 13 @ GB 31,2013-10-20,45.5,under,45.0,under,44,2013_07_CLE_GB
DEN 33 @ IND 39,2013-10-20,56.5,over,54.5,over,72,2013_07_DEN_IND
MIN 7 @ NYG 23,2013-10-21,47.0,under,47.5,under,30,2013_07_MIN_NYG
SEA 6 @ SF 13,2012-10-18,38.5,under,37.5,under,19,2012_07_SEA_SF
DAL 19 @ CAR 14,2012-10-21,45.5,under,45.0,under,33,2012_07_DAL_CAR
BAL 13 @ HOU 43,2012-10-21,46.5,over,47.0,over,56,2012_07_BAL_HOU
CLE 13 @ IND 17,2012-10-21,44.0,under,46.5,under,30,2012_07_CLE_IND
ARI 14 @ MIN 21,2012-10-21,41.0,under,38.5,under,35,2012_07_ARI_MIN
TEN 35 @ BUF 34,2012-10-21,45.0,over,47.0,over,69,2012_07_TEN_BUF
WAS 23 @ NYG 27,2012-10-21,48.5,over,51.5,under,50,2012_07_WAS_NYG
NO 35 @ TB 28,2012-10-21,49.0,over,49.5,over,63,2012_07_NO_TB
GB 30 @ STL 20,2012-10-21,44.5,over,45.0,over,50,2012_07_GB_STL
NYJ 26 @ NE 29,2012-10-21,47.0,over,47.5,over,55,2012_07_NYJ_NE
JAC 23 @ OAK 26,2012-10-21,43.0,over,44.5,over,49,2012_07_JAX_OAK
PIT 24 @ CIN 17,2012-10-21,46.0,under,46.5,under,41,2012_07_PIT_CIN
DET 7 @ CHI 13,2012-10-22,47.5,under,45.5,under,20,2012_07_DET_CHI
CHI 24 @ TB 18,2011-10-23,42.5,under,44.0,under,42,2011_07_CHI_TB
WAS 20 @ CAR 33,2011-10-23,44.5,over,44.5,over,53,2011_07_WAS_CAR
SD 21 @ NYJ 27,2011-10-23,45.5,over,43.0,over,48,2011_07_SD_NYJ
SEA 3 @ CLE 6,2011-10-23,40.0,under,41.0,under,9,2011_07_SEA_CLE
HOU 41 @ TEN 7,2011-10-23,43.0,over,44.0,over,48,2011_07_HOU_TEN
DEN 18 @ MIA 15,2011-10-23,42.5,under,41.5,under,33,2011_07_DEN_MIA
