game_detail,date,opening_total_line,opening_result,closing_total_line,closing_result,game_total,game_id
JAC 26 @ IND 29,2018-11-11,47.5,over,48.0,over,55,2018_10_JAX_IND
NE 10 @ TEN 34,2018-11-11,46.5,under,47.0,under,44,2018_10_NE_TEN
NO 51 @ CIN 14,2018-11-11,55.0,over,53.0,over,65,2018_10_NO_CIN
WAS 16 @ TB 3,2018-11-11,51.5,under,51.0,under,19,2018_10_WAS_TB
ATL 16 @ CLE 28,2018-11-11,50.5,under,49.5,under,44,2018_10_ATL_CLE
DET 22 @ CHI 34,2018-11-11,46.5,over,44.5,over,56,2018_10_DET_CHI
MIA 12 @ GB 31,2018-11-11,47.5,under,48.5,under,43,2018_10_MIA_GB
LAC 20 @ OAK 6,2018-11-11,50.5,under,50.0,under,26,2018_10_LAC_OAK
SEA 31 @ LAR 36,2018-11-11,51.5,over,51.0,over,67,2018_10_SEA_LA
DAL 27 @ PHI 20,2018-11-11,43.0,over,45.5,over,47,2018_10_DAL_PHI
NYG 27 @ SF 23,2018-11-12,43.5,over,43.5,over,50,2018_10_NYG_SF
SEA 22 @ ARI 16,2017-11-09,42.5,under,40.0,under,38,2017_10_SEA_ARI
LAC 17 @ JAC 20,2017-11-12,41.5,under,40.5,under,37,2017_10_LAC_JAX
NYJ 10 @ TB 15,2017-11-12,41.0,under,44.5,under,25,2017_10_NYJ_TB
NO 47 @ BUF 10,2017-11-12,48.0,over,48.5,over,57,2017_10_NO_BUF
MIN 38 @ WAS 30,2017-11-12,42.0,over,43.0,over,68,2017_10_MIN_WAS
CIN 20 @ TEN 24,2017-11-12,40.5,over,40.5,over,44,2017_10_CIN_TEN
GB 23 @ CHI 16,2017-11-12,38.0,over,37.5,over,39,2017_10_GB_CHI
CLE 24 @ DET 38,2017-11-12,43.5,over,42.5,over,62,2017_10_CLE_DET
PIT 20 @ IND 17,2017-11-12,43.0,under,47.0,under,37,2017_10_PIT_IND
HOU 7 @ LAR 33,2017-11-12,47.0,under,45.0,under,40,2017_10_HOU_LA
DAL 7 @ ATL 27,2017-11-12,53.0,under,49.0,under,34,2017_10_DAL_ATL
NYG 21 @ SF 31,2017-11-12,42.0,over,41.5,over,52,2017_10_NYG_SF
NE 41 @ DEN 16,2017-11-12,46.0,over,45.0,over,57,2017_10_NE_DEN
MIA 21 @ CAR 45,2017-11-13,39.5,over,38.5,over,66,2017_10_MIA_CAR
CLE 7 @ BAL 28,2016-11-10,45.0,under,44.0,under,35,2016_10_CLE_BAL
HOU 24 @ JAC 21,2016-11-13,43.5,over,42.0,over,45,2016_10_HOU_JAX
KC 20 @ CAR 17,2016-11-13,44.0,under,44.0,under,37,2016_10_KC_CAR
LA 9 @ NYJ 6,2016-11-13,41.0,under,39.0,under,15,2016_10_LA_NYJ
ATL 15 @ PHI 24,2016-11-13,49.5,under,48.5,under,39,2016_10_ATL_PHI
GB 25 @ TEN 47,2016-11-13,48.5,over,48.5,over,72,2016_10_GB_TEN
MIN 20 @ WAS 26,2016-11-13,42.5,over,42.0,over,46,2016_10_MIN_WAS
CHI 10 @ TB 36,2016-11-13,45.5,over,45.0,over,46,2016_10_CHI_TB
DEN 25 @ NO 23,2016-11-13,48.0,push,50.0,under,48,2016_10_DEN_NO
MIA 31 @ SD 24,2016-11-13,47.5,over,48.5,over,55,2016_10_MIA_SD
SF 20 @ ARI 23,2016-11-13,49.0,under,46.5,under,43,2016_10_SF_ARI
DAL 35 @ PIT 30,2016-11-13,49.5,over,50.5,over,65,2016_10_DAL_PIT
SEA 31 @ NE 24,2016-11-13,48.5,over,49.5,over,55,2016_10_SEA_NE
CIN 20 @ NYG 21,2016-11-14,45.5,under,49.5,under,41,2016_10_CIN_NYG
BUF 22 @ NYJ 17,2015-11-12,44.0,under,41.5,under,39,2015_10_BUF_NYJ
DET 18 @ GB 16,2015-11-15,47.5,under,50.0,under,34,2015_10_DET_GB
JAC 22 @ BAL 20,2015-11-15,49.0,under,47.0,under,42,2015_10_JAX_BAL
CHI 37 @ STL 13,2015-11-15,42.5,over,42.0,over,50,2015_10_CHI_STL
CLE 9 @ PIT 30,2015-11-15,41.0,under,43.5,under,39,2015_10_CLE_PIT
CAR 27 @ TEN 10,2015-11-15,42.0,under,42.5,under,37,2015_10_CAR_TEN
NO 14 @ WAS 47,2015-11-15,51.0,over,52.0,over,61,2015_10_NO_WAS
DAL 6 @ TB 10,2015-11-15,43.0,under,43.5,under,16,2015_10_DAL_TB
MIA 20 @ PHI 19,2015-11-15,46.5,under,49.0,under,39,2015_10_MIA_PHI
MIN 30 @ OAK 14,2015-11-15,43.0,over,44.0,push,44,2015_10_MIN_OAK
KC 29 @ DEN 13,2015-11-15,42.5,under,42.0,push,42,2015_10_KC_DEN
NE 27 @ NYG 26,2015-11-15,55.0,under,52.5,over,53,2015_10_NE_NYG
ARI 39 @ SEA 32,2015-11-15,45.5,over,43.5,over,71,2015_10_ARI_SEA
HOU 10 @ CIN 6,2015-11-16,47.0,under,46.5,under,16,2015_10_HOU_CIN
CLE 24 @ CIN 3,2014-11-06,44.0,under,45.5,under,27,2014_10_CLE_CIN
KC 17 @ BUF 13,2014-11-09,42.0,under,42.0,under,30,2014_10_KC_BUF
MIA 16 @ DET 20,2014-11-09,43.5,under,43.0,under,36,2014_10_MIA_DET
DAL 31 @ JAC 17,2014-11-09,45.5,over,45.0,over,48,2014_10_DAL_JAX
SF 27 @ NO 24,2014-11-09,49.5,over,49.5,over,51,2014_10_SF_NO
TEN 7 @ BAL 21,2014-11-09,44.0,under,44.5,under,28,2014_10_TEN_BAL
PIT 13 @ NYJ 20,2014-11-09,45.0,under,47.0,under,33,2014_10_PIT_NYJ
ATL 27 @ TB 17,2014-11-09,44.5,under,47.0,under,44,2014_10_ATL_TB
DEN 41 @ OAK 17,2014-11-09,48.0,over,50.5,over,58,2014_10_DEN_OAK
STL 14 @ ARI 31,2014-11-09,43.0,over,43.0,over,45,2014_10_STL_ARI
NYG 17 @ SEA 38,2014-11-09,44.5,over,44.5,over,55,2014_10_NYG_SEA
CHI 14 @ GB 55,2014-11-09,54.0,over,53.0,over,69,2014_10_CHI_GB
CAR 21 @ PHI 45,2014-11-10,48.0,over,48.5,over,66,2014_10_CAR_PHI
WAS 27 @ MIN 34,2013-11-07,48.0,over,48.0,over,61,2013_10_WAS_MIN
CIN 17 @ BAL 20,2013-11-10,41.5,under,44.0,under,37,2013_10_CIN_BAL
DET 21 @ CHI 19,2013-11-10,52.0,under,52.0,under,40,2013_10_DET_CHI
PHI 27 @ GB 13,2013-11-10,48.0,under,47.0,under,40,2013_10_PHI_GB
STL 38 @ IND 8,2013-11-10,43.0,over,43.0,over,46,2013_10_STL_IND
SEA 33 @ ATL 10,2013-11-10,45.0,under,47.0,under,43,2013_10_SEA_ATL
OAK 20 @ NYG 24,2013-11-10,43.5,over,41.0,over,44,2013_10_OAK_NYG
JAC 29 @ TEN 27,2013-11-10,41.0,over,41.5,over,56,2013_10_JAX_TEN
BUF 10 @ PIT 23,2013-11-10,43.0,under,42.5,under,33,2013_10_BUF_PIT
CAR 10 @ SF 9,2013-11-10,41.5,under,43.0,under,19,2013_10_CAR_SF
HOU 24 @ ARI 27,2013-11-10,40.0,over,41.5,over,51,2013_10_HOU_ARI
DEN 28 @ SD 20,2013-11-10,57.5,under,56.0,under,48,2013_10_DEN_SD
DAL 17 @ NO 49,2013-11-10,52.5,over,54.0,over,66,2013_10_DAL_NO
MIA 19 @ TB 22,2013-11-11,40.5,over,39.0,over,41,2013_10_MIA_TB
IND 27 @ JAC 10,2012-11-08,42.5,under,43.5,under,37,2012_10_IND_JAX
DEN 36 @ CAR 14,2012-11-11,48.5,over,46.5,over,50,2012_10_DEN_CAR
NYG 13 @ CIN 31,2012-11-11,48.5,under,47.0,under,44,2012_10_NYG_CIN
TEN 37 @ MIA 3,2012-11-11,44.0,under,44.0,under,40,2012_10_TEN_MIA
DET 24 @ MIN 34,2012-11-11,47.0,over,46.0,over,58,2012_10_DET_MIN
OAK 20 @ BAL 55,2012-11-11,47.0,over,48.0,over,75,2012_10_OAK_BAL
BUF 31 @ NE 37,2012-11-11,51.5,over,54.0,over,68,2012_10_BUF_NE
SD 24 @ TB 34,2012-11-11,48.0,over,46.5,over,58,2012_10_SD_TB
ATL 27 @ NO 31,2012-11-11,53.5,over,54.0,over,58,2012_10_ATL_NO
NYJ 7 @ SEA 28,2012-11-11,38.5,under,38.5,under,35,2012_10_NYJ_SEA
DAL 38 @ PHI 23,2012-11-11,45.5,over,44.0,over,61,2012_10_DAL_PHI
STL 24 @ SF 24,2012-11-11,38.0,over,38.0,over,48,2012_10_STL_SF
HOU 13 @ CHI 6,2012-11-11,43.0,under,38.5,under,19,2012_10_HOU_CHI
KC 13 @ PIT 16,2012-11-12,43.0,under,41.0,under,29,2012_10_KC_PIT
OAK 24 @ SD 17,2011-11-10,48.5,under,47.5,under,41,2011_10_OAK_SD
PIT 24 @ CIN 17,2011-11-13,42.0,under,40.5,over,41,2011_10_PIT_CIN
DEN 17 @ KC 10,2011-11-13,41.5,under,42.0,under,27,2011_10_DEN_KC
JAC 17 @ IND 3,2011-11-13,37.5,under,37.5,under,20,2011_10_JAX_IND
BUF 7 @ DAL 44,2011-11-13,47.5,over,48.5,over,51,2011_10_BUF_DAL
HOU 37 @ TB 9,2011-11-13,45.5,over,45.5,over,46,2011_10_HOU_TB
TEN 30 @ CAR 3,2011-11-13,45.5,under,47.5,under,33,2011_10_TEN_CAR
WAS 9 @ MIA 20,2011-11-13,37.5,under,38.5,under,29,2011_10_WAS_MIA
NO 26 @ ATL 23,2011-11-13,51.5,under,49.5,under,49,2011_10_NO_ATL
STL 13 @ CLE 12,2011-11-13,37.5,under,36.5,under,25,2011_10_STL_CLE
BAL 17 @ SEA 22,2011-11-13,39.5,under,38.5,over,39,2011_10_BAL_SEA
DET 13 @ CHI 37,2011-11-13,46.0,over,42.5,over,50,2011_10_DET_CHI
NYG 20 @ SF 27,2011-11-13,42.5,over,42.5,over,47,2011_10_NYG_SF
NE 37 @ NYJ 16,2011-11-13,47.5,over,47.5,over,53,2011_10_NE_NYJ
ARI 21 @ PHI 17,2011-11-13,47.0,under,47.0,under,38,2011_10_ARI_PHI
MIN 7 @ GB 45,2011-11-14,51.0,over,49.0,over,52,2011_10_MIN_GB
BAL 21 @ ATL 26,2010-11-11,43.0,over,43.5,over,47,2010_10_BAL_ATL
CIN 17 @ IND 23,2010-11-14,47.5,under,47.0,under,40,2010_10_CIN_IND
HOU 24 @ JAC 31,2010-11-14,50.0,over,48.0,over,55,2010_10_HOU_JAX
TEN 17 @ MIA 29,2010-11-14,41.5,over,43.0,over,46,2010_10_TEN_MIA
MIN 13 @ CHI 27,2010-11-14,39.0,over,41.0,under,40,2010_10_MIN_CHI
DET 12 @ BUF 14,2010-11-14,42.5,under,45.0,under,26,2010_10_DET_BUF
NYJ 26 @ CLE 20,2010-11-14,38.0,over,37.0,over,46,2010_10_NYJ_CLE
CAR 16 @ TB 31,2010-11-14,35.0,over,36.5,over,47,2010_10_CAR_TB
KC 29 @ DEN 49,2010-11-14,42.0,over,44.0,over,78,2010_10_KC_DEN
STL 20 @ SF 23,2010-11-14,38.5,over,38.5,over,43,2010_10_STL_SF
SEA 36 @ ARI 18,2010-11-14,41.0,over,41.0,over,54,2010_10_SEA_ARI
DAL 33 @ NYG 20,2010-11-14,44.0,over,46.0,over,53,2010_10_DAL_NYG
NE 39 @ PIT 26,2010-11-14,45.0,over,44.5,over,65,2010_10_NE_PIT
PHI 59 @ WAS 28,2010-11-15,41.5,over,43.5,over,87,2010_10_PHI_WAS
CHI 6 @ SF 10,2009-11-12,43.5,under,43.0,under,16,2009_10_CHI_SF
JAC 24 @ NYJ 22,2009-11-15,39.0,over,41.0,over,46,2009_10_JAX_NYJ
DEN 17 @ WAS 27,2009-11-15,36.0,over,36.0,over,44,2009_10_DEN_WAS
CIN 18 @ PIT 12,2009-11-15,42.0,under,41.0,under,30,2009_10_CIN_PIT
BUF 17 @ TEN 41,2009-11-15,41.0,over,41.0,over,58,2009_10_BUF_TEN
DET 10 @ MIN 27,2009-11-15,48.5,under,47.5,under,37,2009_10_DET_MIN
NO 28 @ STL 23,2009-11-15,50.0,over,50.5,over,51,2009_10_NO_STL
ATL 19 @ CAR 28,2009-11-15,44.0,over,43.5,over,47,2009_10_ATL_CAR
TB 23 @ MIA 25,2009-11-15,43.5,over,43.0,over,48,2009_10_TB_MIA
KC 16 @ OAK 10,2009-11-15,36.5,under,36.5,under,26,2009_10_KC_OAK
SEA 20 @ ARI 31,2009-11-15,47.0,over,46.5,over,51,2009_10_SEA_ARI
PHI 23 @ SD 31,2009-11-15,47.5,over,47.0,over,54,2009_10_PHI_SD
DAL 7 @ GB 17,2009-11-15,47.5,under,48.0,under,24,2009_10_DAL_GB
NE 34 @ IND 35,2009-11-15,50.0,over,48.0,over,69,2009_10_NE_IND
BAL 16 @ CLE 0,2009-11-16,40.5,under,39.5,under,16,2009_10_BAL_CLE
DEN 34 @ CLE 30,2008-11-06,48.0,over,47.0,over,64,2008_10_DEN_CLE
JAC 38 @ DET 14,2008-11-09,45.0,over,43.0,over,52,2008_10_JAX_DET
TEN 21 @ CHI 14,2008-11-09,39.5,under,37.0,under,35,2008_10_TEN_CHI
BUF 10 @ NE 20,2008-11-09,41.0,under,41.0,under,30,2008_10_BUF_NE
NO 20 @ ATL 34,2008-11-09,49.0,over,51.0,over,54,2008_10_NO_ATL
STL 3 @ NYJ 47,2008-11-09,45.5,over,43.5,over,50,2008_10_STL_NYJ
SEA 19 @ MIA 21,2008-11-09,43.5,under,41.5,under,40,2008_10_SEA_MIA
GB 27 @ MIN 28,2008-11-09,46.0,over,44.0,over,55,2008_10_GB_MIN
BAL 41 @ HOU 13,2008-11-09,41.0,over,43.5,over,54,2008_10_BAL_HOU
CAR 17 @ OAK 6,2008-11-09,38.0,under,37.5,under,23,2008_10_CAR_OAK
KC 19 @ SD 20,2008-11-09,47.0,under,47.0,under,39,2008_10_KC_SD
IND 24 @ PIT 20,2008-11-09,39.5,over,38.5,over,44,2008_10_IND_PIT
NYG 36 @ PHI 31,2008-11-09,44.0,over,42.5,over,67,2008_10_NYG_PHI
SF 24 @ ARI 29,2008-11-10,47.0,over,47.5,over,53,2008_10_SF_ARI
JAC 28 @ TEN 13,2007-11-11,35.0,over,36.0,over,41,2007_10_JAX_TEN
DEN 27 @ KC 11,2007-11-11,37.5,over,37.0,over,38,2007_10_DEN_KC
BUF 13 @ MIA 10,2007-11-11,40.5,under,41.0,under,23,2007_10_BUF_MIA
CLE 28 @ PIT 31,2007-11-11,47.5,over,47.0,over,59,2007_10_CLE_PIT
STL 37 @ NO 29,2007-11-11,44.5,over,46.5,over,66,2007_10_STL_NO
ATL 20 @ CAR 13,2007-11-11,36.5,under,35.5,under,33,2007_10_ATL_CAR
PHI 33 @ WAS 25,2007-11-11,38.0,over,37.5,over,58,2007_10_PHI_WAS
MIN 0 @ GB 34,2007-11-11,40.5,under,41.0,under,34,2007_10_MIN_GB
CIN 21 @ BAL 7,2007-11-11,44.5,under,44.5,under,28,2007_10_CIN_BAL
CHI 17 @ OAK 6,2007-11-11,38.0,under,38.5,under,23,2007_10_CHI_OAK
DAL 31 @ NYG 20,2007-11-11,49.5,over,48.0,over,51,2007_10_DAL_NYG
DET 21 @ ARI 31,2007-11-11,45.0,over,45.0,over,52,2007_10_DET_ARI
IND 21 @ SD 23,2007-11-11,49.5,under,47.5,under,44,2007_10_IND_SD
SF 0 @ SEA 24,2007-11-12,39.5,under,37.5,under,24,2007_10_SF_SEA
PIT 7 @ CLE 21,2019-11-14,40.5,under,41.5,under,28,2019_11_PIT_CLE
ATL 29 @ CAR 3,2019-11-17,50.5,under,49.0,under,32,2019_11_ATL_CAR
BUF 37 @ MIA 20,2019-11-17,39.0,over,41.5,over,57,2019_11_BUF_MIA
DAL 35 @ DET 27,2019-11-17,46.5,over,46.5,over,62,2019_11_DAL_DET
DEN 23 @ MIN 27,2019-11-17,39.5,over,40.5,over,50,2019_11_DEN_MIN
HOU 7 @ BAL 41,2019-11-17,50.0,under,51.0,under,48,2019_11_HOU_BAL
JAC 13 @ IND 33,2019-11-17,43.5,over,41.5,over,46,2019_11_JAX_IND
NO 34 @ TB 17,2019-11-17,52.0,under,50.5,over,51,2019_11_NO_TB
NYJ 34 @ WAS 17,2019-11-17,37.5,over,37.5,over,51,2019_11_NYJ_WAS
ARI 26 @ SF 36,2019-11-17,46.0,over,44.0,over,62,2019_11_ARI_SF
CIN 10 @ OAK 17,2019-11-17,48.5,under,48.0,under,27,2019_11_CIN_OAK
NE 17 @ PHI 10,2019-11-17,45.5,under,45.0,under,27,2019_11_NE_PHI
CHI 7 @ LAR 17,2019-11-17,41.0,under,40.0,under,24,2019_11_CHI_LA
KC 24 @ LAC 17,2019-11-18,53.0,under,52.5,under,41,2019_11_KC_LAC
GB 24 @ SEA 27,2018-11-15,49.5,over,49.0,over,51,2018_11_GB_SEA
CAR 19 @ DET 20,2018-11-18,51.5,under,48.0,under,39,2018_11_CAR_DET
CIN 21 @ BAL 24,2018-11-18,43.5,over,44.0,over,45,2018_11_CIN_BAL
DAL 22 @ ATL 19,2018-11-18,48.0,under,50.0,under,41,2018_11_DAL_ATL
HOU 23 @ WAS 21,2018-11-18,43.0,over,40.5,over,44,2018_11_HOU_WAS
MIN 20 @ CHI 25,2018-11-18,45.5,under,44.0,over,45,2018_11_MIN_CHI
PHI 7 @ NO 48,2018-11-18,54.0,over,56.5,under,55,2018_11_PHI_NO
TB 35 @ NYG 38,2018-11-18,52.0,over,54.5,over,73,2018_11_TB_NYG
TEN 10 @ IND 38,2018-11-18,48.0,push,50.0,under,48,2018_11_TEN_IND
DEN 23 @ LAC 22,2018-11-18,46.5,under,47.0,under,45,2018_11_DEN_LAC
OAK 23 @ ARI 21,2018-11-18,41.0,over,41.0,over,44,2018_11_OAK_ARI
PIT 20 @ JAC 16,2018-11-18,47.5,under,47.0,under,36,2018_11_PIT_JAX
KC 51 @ LAR 54,2018-11-19,63.5,over,63.5,over,105,2018_11_KC_LA
TEN 17 @ PIT 40,2017-11-16,44.0,over,44.5,over,57,2017_11_TEN_PIT
LAR 7 @ MIN 24,2017-11-19,46.0,under,46.0,under,31,2017_11_LA_MIN
DET 27 @ CHI 24,2017-11-19,44.0,over,41.0,over,51,2017_11_DET_CHI
KC 9 @ NYG 12,2017-11-19,43.5,under,44.5,under,21,2017_11_KC_NYG
WAS 31 @ NO 34,2017-11-19,50.0,over,52.5,over,65,2017_11_WAS_NO
JAC 19 @ CLE 7,2017-11-19,38.0,under,37.0,under,26,2017_11_JAX_CLE
BAL 23 @ GB 0,2017-11-19,38.5,under,38.5,under,23,2017_11_BAL_GB
ARI 21 @ HOU 31,2017-11-19,38.5,over,38.0,over,52,2017_11_ARI_HOU
BUF 24 @ LAC 54,2017-11-19,43.5,over,41.5,over,78,2017_11_BUF_LAC
CIN 20 @ DEN 17,2017-11-19,40.0,under,37.5,under,37,2017_11_CIN_DEN
NE 33 @ OAK 8,2017-11-19,50.0,under,55.0,under,41,2017_11_NE_OAK
PHI 37 @ DAL 9,2017-11-19,47.0,under,48.0,under,46,2017_11_PHI_DAL
ATL 34 @ SEA 31,2017-11-20,45.0,over,46.0,over,65,2017_11_ATL_SEA
NO 20 @ CAR 23,2016-11-17,52.0,under,52.5,under,43,2016_11_NO_CAR
CHI 16 @ NYG 22,2016-11-20,45.5,under,41.5,under,38,2016_11_CHI_NYG
ARI 24 @ MIN 30,2016-11-20,41.5,over,39.5,over,54,2016_11_ARI_MIN
BAL 17 @ DAL 27,2016-11-20,44.0,push,44.5,under,44,2016_11_BAL_DAL
TEN 17 @ IND 24,2016-11-20,53.0,under,53.5,under,41,2016_11_TEN_IND
BUF 16 @ CIN 12,2016-11-20,47.0,under,48.0,under,28,2016_11_BUF_CIN
PIT 24 @ CLE 9,2016-11-20,49.5,under,45.5,under,33,2016_11_PIT_CLE
JAC 19 @ DET 26,2016-11-20,47.0,under,47.0,under,45,2016_11_JAX_DET
TB 19 @ KC 17,2016-11-20,44.5,under,45.0,under,36,2016_11_TB_KC
MIA 14 @ LA 10,2016-11-20,40.5,under,39.0,under,24,2016_11_MIA_LA
PHI 15 @ SEA 26,2016-11-20,45.5,under,43.0,under,41,2016_11_PHI_SEA
NE 30 @ SF 17,2016-11-20,51.5,under,51.5,under,47,2016_11_NE_SF
GB 24 @ WAS 42,2016-11-20,50.0,over,48.5,over,66,2016_11_GB_WAS
HOU 20 @ OAK 27,2016-11-21,46.0,over,45.5,over,47,2016_11_HOU_OAK
TEN 13 @ JAC 19,2015-11-19,44.5,under,41.5,under,32,2015_11_TEN_JAX
STL 13 @ BAL 16,2015-11-22,43.0,under,41.0,under,29,2015_11_STL_BAL
WAS 16 @ CAR 44,2015-11-22,45.5,over,44.0,over,60,2015_11_WAS_CAR
DEN 17 @ CHI 15,2015-11-22,43.0,under,41.5,under,32,2015_11_DEN_CHI
OAK 13 @ DET 18,2015-11-22,47.5,under,50.0,under,31,2015_11_OAK_DET
GB 30 @ MIN 13,2015-11-22,45.0,under,45.0,under,43,2015_11_GB_MIN
IND 24 @ ATL 21,2015-11-22,47.0,under,47.5,under,45,2015_11_IND_ATL
DAL 24 @ MIA 14,2015-11-22,46.0,under,45.0,under,38,2015_11_DAL_MIA
TB 45 @ PHI 17,2015-11-22,45.0,over,46.0,over,62,2015_11_TB_PHI
NYJ 17 @ HOU 24,2015-11-22,40.0,over,40.0,over,41,2015_11_NYJ_HOU
CIN 31 @ ARI 34,2015-11-22,47.0,over,48.0,over,65,2015_11_CIN_ARI
SF 13 @ SEA 29,2015-11-22,40.5,over,40.0,over,42,2015_11_SF_SEA
KC 33 @ SD 3,2015-11-22,45.5,under,45.5,under,36,2015_11_KC_SD
BUF 13 @ NE 20,2015-11-23,49.5,under,47.5,under,33,2015_11_BUF_NE
BUF 9 @ MIA 22,2014-11-13,42.5,under,40.5,under,31,2014_11_BUF_MIA
MIN 13 @ CHI 21,2014-11-16,47.0,under,46.5,under,34,2014_11_MIN_CHI
HOU 23 @ CLE 7,2014-11-16,42.5,under,42.0,under,30,2014_11_HOU_CLE
PHI 20 @ GB 53,2014-11-16,56.5,over,55.5,over,73,2014_11_PHI_GB
SEA 20 @ KC 24,2014-11-16,42.5,over,43.5,over,44,2014_11_SEA_KC
ATL 19 @ CAR 17,2014-11-16,46.0,under,46.5,under,36,2014_11_ATL_CAR
CIN 27 @ NO 10,2014-11-16,50.5,under,51.0,under,37,2014_11_CIN_NO
TB 27 @ WAS 7,2014-11-16,45.0,under,45.5,under,34,2014_11_TB_WAS
DEN 7 @ STL 22,2014-11-16,50.5,under,49.5,under,29,2014_11_DEN_STL
SF 16 @ NYG 10,2014-11-16,43.5,under,45.0,under,26,2014_11_SF_NYG
OAK 6 @ SD 13,2014-11-16,44.0,under,,over,19,2014_11_OAK_SD
DET 6 @ ARI 14,2014-11-16,41.5,under,41.5,under,20,2014_11_DET_ARI
NE 42 @ IND 20,2014-11-16,57.0,over,58.0,over,62,2014_11_NE_IND
PIT 27 @ TEN 24,2014-11-17,47.0,over,46.5,over,51,2014_11_PIT_TEN
IND 30 @ TEN 27,2013-11-14,42.0,over,42.0,over,57,2013_11_IND_TEN
NYJ 14 @ BUF 37,2013-11-17,40.5,over,39.5,over,51,2013_11_NYJ_BUF
ATL 28 @ TB 41,2013-11-17,43.5,over,44.0,over,69,2013_11_ATL_TB
DET 27 @ PIT 37,2013-11-17,47.5,over,45.0,over,64,2013_11_DET_PIT
WAS 16 @ PHI 24,2013-11-17,52.0,under,54.5,under,40,2013_11_WAS_PHI
SD 16 @ MIA 20,2013-11-17,45.5,under,44.0,under,36,2013_11_SD_MIA
BAL 20 @ CHI 23,2013-11-17,46.5,under,41.0,over,43,2013_11_BAL_CHI
CLE 20 @ CIN 41,2013-11-17,41.5,over,40.0,over,61,2013_11_CLE_CIN
OAK 28 @ HOU 23,2013-11-17,43.5,over,41.0,over,51,2013_11_OAK_HOU
ARI 27 @ JAC 14,2013-11-17,41.0,push,40.5,over,41,2013_11_ARI_JAX
KC 17 @ DEN 27,2013-11-17,51.0,under,48.5,under,44,2013_11_KC_DEN
MIN 20 @ SEA 41,2013-11-17,46.5,over,45.0,over,61,2013_11_MIN_SEA
SF 20 @ NO 23,2013-11-17,47.5,under,50.0,under,43,2013_11_SF_NO
GB 13 @ NYG 27,2013-11-17,43.0,under,41.0,under,40,2013_11_GB_NYG
NE 20 @ CAR 24,2013-11-18,44.5,under,46.5,under,44,2013_11_NE_CAR
MIA 14 @ BUF 19,2012-11-15,46.0,under,46.0,under,33,2012_11_MIA_BUF
TB 27 @ CAR 21,2012-11-18,48.0,push,46.0,over,48,2012_11_TB_CAR
CLE 20 @ DAL 23,2012-11-18,44.0,under,43.5,under,43,2012_11_CLE_DAL
GB 24 @ DET 20,2012-11-18,51.0,under,53.5,under,44,2012_11_GB_DET
JAC 37 @ HOU 43,2012-11-18,42.5,over,40.5,over,80,2012_11_JAX_HOU
ARI 19 @ ATL 23,2012-11-18,46.0,under,43.0,under,42,2012_11_ARI_ATL
CIN 28 @ KC 6,2012-11-18,44.0,under,41.0,under,34,2012_11_CIN_KC
PHI 6 @ WAS 31,2012-11-18,45.0,under,46.0,under,37,2012_11_PHI_WAS
NYJ 27 @ STL 13,2012-11-18,38.0,over,38.0,over,40,2012_11_NYJ_STL
IND 24 @ NE 59,2012-11-18,53.0,over,54.5,over,83,2012_11_IND_NE
NO 38 @ OAK 17,2012-11-18,54.0,over,56.5,under,55,2012_11_NO_OAK
SD 23 @ DEN 30,2012-11-18,51.0,over,47.5,over,53,2012_11_SD_DEN
BAL 13 @ PIT 10,2012-11-18,46.0,under,41.0,under,23,2012_11_BAL_PIT
CHI 7 @ SF 32,2012-11-19,37.5,over,34.5,over,39,2012_11_CHI_SF
NYJ 13 @ DEN 17,2011-11-17,42.5,under,38.5,under,30,2011_11_NYJ_DEN
BUF 8 @ MIA 35,2011-11-20,43.0,push,44.0,under,43,2011_11_BUF_MIA
CIN 24 @ BAL 31,2011-11-20,41.5,over,40.0,over,55,2011_11_CIN_BAL
JAC 10 @ CLE 14,2011-11-20,36.5,under,34.5,under,24,2011_11_JAX_CLE
OAK 27 @ MIN 21,2011-11-20,44.0,over,46.0,over,48,2011_11_OAK_MIN
CAR 35 @ DET 49,2011-11-20,48.5,over,47.5,over,84,2011_11_CAR_DET
TB 26 @ GB 35,2011-11-20,49.0,over,48.5,over,61,2011_11_TB_GB
DAL 27 @ WAS 24,2011-11-20,41.5,over,43.0,over,51,2011_11_DAL_WAS
ARI 7 @ SF 23,2011-11-20,41.5,under,40.5,under,30,2011_11_ARI_SF
SEA 24 @ STL 7,2011-11-20,37.5,under,40.5,under,31,2011_11_SEA_STL
TEN 17 @ ATL 23,2011-11-20,44.5,under,44.0,under,40,2011_11_TEN_ATL
SD 20 @ CHI 31,2011-11-20,46.5,over,45.0,over,51,2011_11_SD_CHI
PHI 17 @ NYG 10,2011-11-20,47.0,under,45.5,under,27,2011_11_PHI_NYG
KC 3 @ NE 34,2011-11-21,48.0,under,46.0,under,37,2011_11_KC_NE
CHI 16 @ MIA 0,2010-11-18,39.5,under,40.0,under,16,2010_11_CHI_MIA
OAK 3 @ PIT 35,2010-11-21,41.5,under,41.0,under,38,2010_11_OAK_PIT
HOU 27 @ NYJ 30,2010-11-21,44.5,over,46.0,over,57,2010_11_HOU_NYJ
BAL 37 @ CAR 13,2010-11-21,37.0,over,37.0,over,50,2010_11_BAL_CAR
WAS 19 @ TEN 16,2010-11-21,43.0,under,44.0,under,35,2010_11_WAS_TEN
